
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,23,LAL,NBA,PF,23,1,7.0,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,0.7,1.2,.556,0.5,1.1,1.6,0.3,0.1,0.4,0.3,1.3,2.0
2006-07,24,LAL,NBA,C,72,1,15.1,2.0,3.7,.549,0.0,0.0,.000,2.0,3.7,.551,1.2,1.9,.664,1.2,2.4,3.6,0.9,0.2,1.1,0.7,2.8,5.3
2007-08,25,LAL,NBA,C,78,21,18.7,2.4,5.1,.474,0.0,0.0,.000,2.4,5.1,.475,1.8,2.4,.753,1.2,2.7,3.9,1.6,0.4,1.4,0.9,2.6,6.6
2008-09,26,GSW,NBA,C,79,26,21.5,2.4,4.6,.508,0.0,0.0,.000,2.4,4.6,.512,1.2,1.6,.790,1.1,3.4,4.6,2.1,0.4,2.1,0.9,3.1,5.9
2009-10,27,GSW,NBA,C,42,20,20.8,2.0,3.5,.582,0.0,0.0,.000,2.0,3.5,.586,0.9,1.9,.474,1.3,3.3,4.5,2.1,0.5,1.3,1.2,2.3,4.9
2010-11,28,NYK,NBA,C,64,21,17.8,1.6,2.5,.632,0.0,0.0,,1.6,2.5,.632,1.0,1.5,.622,1.0,2.2,3.2,1.4,0.5,1.1,0.6,2.5,4.2
2011-12,29,TOT,NBA,C,17,5,16.4,1.1,1.9,.576,0.0,0.1,.000,1.1,1.9,.594,0.8,1.3,.591,1.2,2.9,4.1,0.6,0.8,1.0,0.8,2.3,3.0
2011-12,29,WAS,NBA,C,4,0,14.5,0.8,0.8,1.000,0.0,0.0,,0.8,0.8,1.000,0.0,0.0,,0.3,2.8,3.0,1.3,1.5,0.8,1.5,1.8,1.5
2011-12,29,MIA,NBA,C,13,5,17.0,1.2,2.3,.533,0.0,0.1,.000,1.2,2.2,.552,1.0,1.7,.591,1.5,3.0,4.5,0.4,0.6,1.1,0.6,2.5,3.5
2012-13,30,LAC,NBA,C,65,0,10.8,0.8,1.5,.505,0.0,0.0,,0.8,1.5,.505,0.4,1.0,.365,0.7,1.6,2.3,0.5,0.3,0.5,0.4,1.2,1.9
2013-14,31,MIN,NBA,PF,31,10,19.5,2.1,3.5,.598,0.0,0.0,,2.1,3.5,.598,0.7,1.6,.420,1.8,3.8,5.6,0.8,0.3,1.6,0.8,2.1,4.8
Career,,,NBA,,471,105,17.0,1.8,3.4,.533,0.0,0.0,.000,1.8,3.4,.535,1.1,1.7,.636,1.1,2.6,3.7,1.3,0.4,1.3,0.8,2.4,4.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAL,NBA,,173,23,15.6,2.0,4.0,.504,0.0,0.0,.000,2.0,4.0,.505,1.4,2.0,.703,1.1,2.4,3.5,1.2,0.3,1.1,0.8,2.5,5.5
2 seasons,,GSW,NBA,,121,46,21.2,2.2,4.2,.529,0.0,0.0,.000,2.2,4.2,.533,1.1,1.7,.668,1.2,3.4,4.6,2.1,0.5,1.8,1.0,2.8,5.6
1 season,,LAC,NBA,,65,0,10.8,0.8,1.5,.505,0.0,0.0,,0.8,1.5,.505,0.4,1.0,.365,0.7,1.6,2.3,0.5,0.3,0.5,0.4,1.2,1.9
1 season,,NYK,NBA,,64,21,17.8,1.6,2.5,.632,0.0,0.0,,1.6,2.5,.632,1.0,1.5,.622,1.0,2.2,3.2,1.4,0.5,1.1,0.6,2.5,4.2
1 season,,MIN,NBA,,31,10,19.5,2.1,3.5,.598,0.0,0.0,,2.1,3.5,.598,0.7,1.6,.420,1.8,3.8,5.6,0.8,0.3,1.6,0.8,2.1,4.8
1 season,,MIA,NBA,,13,5,17.0,1.2,2.3,.533,0.0,0.1,.000,1.2,2.2,.552,1.0,1.7,.591,1.5,3.0,4.5,0.4,0.6,1.1,0.6,2.5,3.5
1 season,,WAS,NBA,,4,0,14.5,0.8,0.8,1.000,0.0,0.0,,0.8,0.8,1.000,0.0,0.0,,0.3,2.8,3.0,1.3,1.5,0.8,1.5,1.8,1.5
